taxon,justification,threats,status,criteria,pop_trend,RangeSize,PopulationSize,NumberOfSubpopulations,GrowthForms,SensitiveGrowthForm,GenusCollected,SpeciesCollectionThreat,PurposeMedicine,PurposeHorticulture,PurposeFood,PurposeFuel,PurposeMaterials,include
Encephalartos ghellinckii Lem.,,"Over collecting,  there has been recorded decline in several subpopulations. With a generation time of 30years, future decline is expected to exceed 10%. Sub-populations on the lowlands are especially vulnerable.",VU,C1,Decreasing,5000,9000-10000,,Shrub;Tree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos heenanii R.A.Dyer,,"Over collecting
Reproductive failure
Habitat destruction
Traditional use",CR,"B1ab(ii,iv,v)+2ab(ii,iv,v)",Decreasing,5,<400,1,Shrub;Tree,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos hirsutus P.J.H.Hurter,,"Over collecting
Reproductive failure due to sparsely distributed subpopulations with few individuals",CR,"A4acd; B2ab(iii,iv,v); C1",Decreasing,200,<100,1,Tree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos horridus (Jacq.) Lehm.,,"Over collecting
Habitat destruction

E. horridus is now extinct in several parts of its former range where it has been totally eliminated by urban development. Substantial numbers have also been removed by collectors in the past 50 years. It is difficu",EN,A2cd,Decreasing,350,,>5,Dwarf shrub;Shrub,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos humilis I.Verd.,,"Habitat destruction due to forestry.
Over collecting - There has been some poaching of plants although this is a less popular  species amongst collectors.
Lack of natural fires possibly suppress coning frequency.

According to Mpumalanga Parks Board a",VU,A2acd; C1,Decreasing,1000,4500-10000,,Dwarf shrub;Shrub,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos inopinus R.A.Dyer,,"Over collecting
Reproductive failure
It has been reported that baboons destroy immature cones.",CR,"A2acd; B1ab(i,ii,iv,v)+2ab(i,ii,iv,v); C1+2a(i)",Decreasing,50,<81,,Shrub;Tree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos laevifolius Stapf & Burtt Davy,,"Current threats:
Signs of stem harvesting for traditional medicine has been observed.
Evidence of plant pathogens have been reported.
Habitat loss due to alien invasive plants and timber plantations.
Over collecting.",CR,A2acde,Decreasing,18000,,,Shrub;Tree,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos lanatus Stapf & Burtt Davy,,,NT,B1ab(iii)+2ab(iii),Stable,1100,70000-80000,,Shrub;Tree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Encephalartos latifrons Lehm.,,"Over collection
Reproductive failure",CR,"A2ad; B2ab(ii,iii,v); C1+2a(i)",Decreasing,350,60-100,,Shrub;Tree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos lebomboensis I.Verd.,,"Over collecting
Traditional medicne",EN,"A2acd; B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,450,5000,,Shrub;Tree,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos lehmannii Lehm.,,,NT,A2d,Decreasing,12000,,>7,Shrub;Tree,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos longifolius (Jacq.) Lehm.,,,NT,A2d; B1ab(v),Decreasing,7000,7000-15000,,Shrub;Tree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
"Encephalartos middelburgensis Vorster, Robbertse & S.van der Westh.",,The discovery of the taxon in the Middelburg district triggered off a serious collector threat during the 1960s.  The general accessibility of sites and the proximity of the distribution region to the Pretoria/Witwatersrand urban complex resulted in an ex,CR,A2acd+4acd; C1,Decreasing,650,120,,Shrub;Tree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos msinganus Vorster,,"Over collection
Reproductive failure
Habitat destruction",CR,"B1ab(iii,v)+2ab(iii,v); C1+2a(ii)",Decreasing,2,100-200,,Tree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos natalensis R.A.Dyer & I.Verd.,,,NT,A2ad,Decreasing,26000,,,Shrub;Tree,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
Encephalartos ngoyanus I.Verd.,,"Over collecting
Reproductive failure
Over grazing",VU,A4acd; C1,Decreasing,1883,<5000,7,Dwarf shrub;Geophyte;Shrub,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos nubimontanus P.J.H.Hurter,,"Over collecting
Reproductive failure

Surveys conducted in Limpopo province show a decline from 66 plants in the 1990s, to 8 plants in 2001 and no recorded plants in 2004. Like other species in Limpopo province, E. nubimontanus was mostly impacted by l",EW,,Decreasing,100,,,Shrub;Tree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos paucidentatus Stapf & Burtt Davy,,"Over collecting
Habitat destruction

The full extent of decline is unknown, but it has been susbstantial in some subpopulations. For example, in a site monitored by Limpopo conservation officials, the subpopulation declined from 27 plants in the early ",VU,A2acd; B1ab(v)+2ab(v); C1,Decreasing,42,<5000,,Shrub;Tree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos princeps R.A.Dyer,,"Over collection
Habitat destruction

Has caused about 20% decline within the last 1.5 generations (50 years), and with ongoing decline expected to decline in total between 30-50% within 3 generations, but not more than 50%.",VU,"A4acd; B1ab(iii,v); C1",Decreasing,1870,3500-5000,,Shrub;Tree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos senticosus Vorster,,"Traditional medicine
Over collecting",VU,A2ace; C1,Decreasing,776,5000-10000,,Tree,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos transvenosus Stapf & Burtt Davy,,,LC,,Decreasing,10000,>20000,>2,Shrub;Tree,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Encephalartos trispinosus (Hook.) R.A.Dyer,,"Over collecting and habitat degradation due to overgrazing (subpopulations are mostly on farmland) has already caused declines in this species in the last 50 years, it is expected that the population will decline by at least 30% within 3 generations (90 y",VU,A2cd,Decreasing,2500,,42500,Dwarf shrub;Shrub,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,1
Encephalartos villosus Lem.,,,LC,,Decreasing,14000,,,Dwarf shrub;Geophyte;Shrub,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Encephalartos woodii Sander,,Extinct in the wild due to harvesting of bark for medicinal use,EW,,,0,,,Tree,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
Erythrophleum lasianthum,"JEV: not threatened (only NT) therefore remove. Also conspicuous, common and easy to find.
LVS: This species' status in South Africa is actually VU. It has been downgraded due to regional criteria procedures because it also occurs outside South Africa (in Mozambique and Swaziland). It also has a restricted range - I would keep it on.","The tree, the bark and roots of which are very toxic, is used extensively for traditional medicine. Gerstner (1946) nominated it as number two on his list of species in danger of immediate extinction. Of the species Gerstner (1946) writes: ""the retail pri",NT,"A2cd; B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,11600,0,0,Tree,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1
Eugenia erythrophylla,"JEV: Harvesting for firewood, not targetted. Also, not threatened (only NT) therefore remove. Also conspicuous, common and easy to find.
LVS: This species, like many other Pondoland endemics, is indiscriminately harvested for building materials and firewood, it is not specifically targeted. It should not be on the list.","The main threats to Pondoland woody endemics restricted to forest margins are too frequent and intense grassland fires that are causing forest margins to recede (D. Styles, C.R. Scott-Shaw pers. obs.) as well as the indiscriminate harvesting of wood for f",NT,"B1ab(iii,v)",Decreasing,2600,0,>10,Shrub;Tree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1
Eugenia umtamvunensis,"JEV: Harvesting for firewood, not targetted (""indiscriminate""). Also, not threatened (only NT) therefore remove. Also conspicuous, common and easy to find.
LVS: This species, like many other Pondoland endemics, is indiscriminately harvested for building materials and firewood, it is not specifically targeted. It should not be on the list.","The main threats to Pondoland woody endemics restricted to forest margins are too frequent and intense grassland fires that are causing forest margins to recede (D. Styles, C.R. Scott-Shaw pers. obs.) as well as the indiscriminate harvesting of wood for f",EN,"B1ab(iii,v)+2ab(iii,v)",Decreasing,140-660,1000-2000,6,Shrub;Tree,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1
Euphorbia aeruginosa Schweick.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia aggregata A.Berger,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,DDT,,Unknown,,,,Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia albanica N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Herb,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia albipollinifera L.C.Leach,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,NT,D2,Stable,2900,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia angrae N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,,,,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia anoplia Stapf,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,DDT,,Unknown,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia arida N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia avasmontana Dinter,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
"Euphorbia barnardii A.C.White, R.A.Dyer & B.Sloane","LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,EN,"A2ace; B1ab(ii,iii,iv,v)+2ab(ii,iii,iv,v)",Decreasing,500,<10000,42434,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia brakdamensis N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,DDT,,Unknown,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia braunsii N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia brevirama N.E.Br.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,DDT,,Unknown,,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia bruynsii L.C.Leach,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,CRR,,Stable,<10,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia bubalina Boiss.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia bupleurifolia Jacq.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Decreasing,>40000,,,Dwarf shrub;Succulent,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1
Euphorbia burmannii (Klotzsch & Garcke) E.Mey. ex Boiss,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia caerulescens Haw.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia caput-medusae L.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia celata R.A.Dyer,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Dwarf shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia cereiformis L.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,DDT,,Unknown,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Euphorbia clandestina Jacq.,"LVS: maybe block all species
AGR: I disagree: this would be counterproductive for Euphorbia and Aloe.  Perhaps restrict it to “barrel” Euphorbias, but only if more than half the species are threatened",,LC,,Stable,,,,Shrub;Succulent,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
